model,step,temperature_before,temperature,workload,cooling,action,energy,reward,reward/total,reward/energy_penalty,reward/temp_penalty,reward/stability_bonus
model_a,95,19.583540688640124,19.70347933491975,7.066462154265417,2,2,192.0,-37.21091542256102,-37.2109,-38.4,0.0,1.1891
model_a,96,19.70347933491975,20.292162203075495,8.628942893852493,2,2,196.0,-37.96331430497268,-37.9633,-39.2,0.0,1.2367
model_a,97,20.292162203075495,20.794714749554004,8.341841821595034,2,2,200.0,-38.72273040384736,-38.7227,-40.0,0.0,1.2773
model_a,98,20.794714749554004,21.679601795455646,9.616290153005469,2,2,204.0,-39.45169047174508,-39.4517,-40.8,0.0,1.3483
model_a,99,21.679601795455646,22.592117394783024,9.708385331091256,2,2,208.0,-40.179478959187676,-40.1795,-41.6,0.0,1.4205
model_b,0,36.817103690265746,35.56412965526434,2.490086549995316,2,2,4.0,1.1985860899413172,1.1986,-0.8,0.0,1.9986
model_b,1,35.56412965526434,34.65275266654306,3.6287433709290635,2,2,8.0,0.39946415752531106,0.3995,-1.6,0.0,1.9995
model_b,2,34.65275266654306,33.93730555700931,4.281842968220846,2,2,12.0,-0.4050129048640727,-0.405,-2.4,0.0,1.995
model_b,3,33.93730555700931,33.38719057489941,4.8329500596336485,2,2,16.0,-1.2115273374415996,-1.2115,-3.2,0.0,1.9885
model_b,4,33.38719057489941,32.266866175247614,2.9322520011606903,2,2,20.0,-2.032926048087166,-2.0329,-4.0,0.0,1.9671
model_b,5,32.266866175247614,31.317173184692628,3.5010233648167213,2,2,24.0,-2.859381558708188,-2.8594,-4.8,0.0,1.9406
model_b,6,31.317173184692628,30.500884772758404,3.945705293552595,2,2,28.0,-3.6879712057394647,-3.688,-5.6,0.0,1.912
model_b,7,30.500884772758404,29.552614052566902,3.5057642660283332,2,2,32.0,-4.527630150007589,-4.5276,-6.4,0.0,1.8724
model_b,8,29.552614052566902,28.453771084492107,3.003856773084016,2,2,36.0,-5.381670830806345,-5.3817,-7.2,0.0,1.8183
model_b,9,28.453771084492107,27.35437360798205,3.0020084116331516,2,2,40.0,-6.243635863533395,-6.2436,-8.0,0.0,1.7564
model_b,10,27.35437360798205,28.668946434627692,4.3819094221521375,0,0,40.0,-6.170439932302146,-6.1704,-8.0,0.0,1.8296
model_b,11,28.668946434627692,27.730295093411975,3.537828862614278,2,2,44.0,-7.021614684889363,-7.0216,-8.8,0.0,1.7784
model_b,12,27.730295093411975,26.68897054385955,3.19558483482525,2,2,48.0,-7.884591650469327,-7.8846,-9.6,0.0,1.7154
model_b,13,26.68897054385955,27.974474334391267,4.285012635105717,0,0,48.0,-7.807766312642872,-7.8078,-9.6,0.0,1.7922
model_b,14,27.974474334391267,27.152901933060324,3.928091995563517,2,2,52.0,-8.655776417617155,-8.6558,-10.4,0.0,1.7442
model_b,15,27.152901933060324,26.243909177522752,3.636690814874765,2,2,56.0,-9.513304407964743,-9.5133,-11.2,0.0,1.6867
model_b,16,26.243909177522752,25.358382745334463,3.7149118927057065,2,2,60.0,-10.373276836672188,-10.3733,-12.0,0.0,1.6267
model_b,17,25.358382745334463,24.174946862753607,2.72188039139715,2,2,64.0,-11.25851962805852,-11.2585,-12.8,0.0,1.5415
model_b,18,24.174946862753607,25.044297883408756,2.8978367355171604,0,0,64.0,-11.195376110302602,-11.1954,-12.8,0.0,1.6046
model_b,19,25.044297883408756,23.623340680790232,1.9301426579382526,2,2,68.0,-12.099904812520114,-12.0999,-13.6,0.0,1.5001
model_b,20,23.623340680790232,24.414831072657663,2.6383013062247684,0,0,68.0,-12.040825505231577,-12.0408,-13.6,0.0,1.5592
model_b,21,24.414831072657663,23.20708486198701,2.64084596443116,2,2,72.0,-12.931713009877944,-12.9317,-14.4,0.0,1.4683
model_b,22,23.20708486198701,24.547362203359818,4.467591137909361,0,0,72.0,-12.83113499389398,-12.8311,-14.4,0.0,1.5689
model_b,23,24.547362203359818,23.955041267980075,4.692263548734188,2,2,76.0,-13.674906350828696,-13.6749,-15.2,0.0,1.5251
model_b,24,23.955041267980075,23.690485810304192,5.784815141080387,2,2,80.0,-14.494818332678038,-14.4948,-16.0,0.0,1.5052
model_b,25,23.690485810304192,23.11314699941614,4.742203963706496,2,2,84.0,-15.338953093846483,-15.339,-16.8,0.0,1.461
model_b,26,23.11314699941614,22.506494746082844,4.644492488889004,2,2,88.0,-16.186193540230317,-16.1862,-17.6,0.0,1.4138
model_b,27,22.506494746082844,21.977397449712928,4.903009012100286,2,2,92.0,-17.027979371420734,-17.028,-18.4,0.0,1.372
model_b,28,21.977397449712928,21.867273173752064,6.299585746797125,2,2,96.0,-17.836733284367334,-17.8367,-19.2,0.0,1.3633
model_b,29,21.867273173752064,21.35372907266617,4.954852996380354,2,2,100.0,-18.677765140862896,-18.6778,-20.0,0.0,1.3222
model_b,30,21.35372907266617,21.077933694734394,5.747348740227412,2,2,104.0,-19.49991800487335,-19.4999,-20.8,0.0,1.3001
model_b,31,21.077933694734394,20.94406328011844,6.220431951280146,2,2,108.0,-20.31069390236138,-20.3107,-21.6,0.0,1.2893
model_b,32,20.94406328011844,21.178243952479633,7.44726890787065,2,2,112.0,-21.091852835475212,-21.0919,-22.4,0.0,1.3081
model_b,33,21.178243952479633,21.58339714917972,8.017177322333627,2,2,116.0,-21.859375495182316,-21.8594,-23.2,0.0,1.3406
model_b,34,21.58339714917972,22.001047430304755,8.058834270416785,2,2,120.0,-22.626101745107455,-22.6261,-24.0,0.0,1.3739
model_b,35,22.001047430304755,22.293501795329433,7.641514550082258,2,2,124.0,-23.402956696976208,-23.403,-24.8,0.0,1.397
model_b,36,22.293501795329433,22.286393028071856,6.642970775808082,2,2,128.0,-24.203517592270252,-24.2035,-25.6,0.0,1.3965
model_b,37,22.286393028071856,22.326185724390992,6.799308987730458,2,2,132.0,-25.000379017415185,-25.0004,-26.4,0.0,1.3996
model_b,38,22.326185724390992,22.319971196151254,6.6459515725342095,2,2,136.0,-25.800868992351862,-25.8009,-27.2,0.0,1.3991
model_b,39,22.319971196151254,22.79862082905063,8.262165442997922,2,2,140.0,-26.563345942016024,-26.5633,-28.0,0.0,1.4367
model_b,40,22.79862082905063,23.130624503233644,7.773345580610044,2,2,144.0,-27.337604413855324,-27.3376,-28.8,0.0,1.4624
model_b,41,23.130624503233644,23.539522220265884,8.029659056774134,2,2,148.0,-28.106272244101334,-28.1063,-29.6,0.0,1.4937
model_b,42,23.539522220265884,23.571859596575948,6.774457921033551,2,2,152.0,-28.903813346156436,-28.9038,-30.4,0.0,1.4962
model_b,43,23.571859596575948,23.50928595408773,6.458087858372608,2,2,156.0,-29.708573990719497,-29.7086,-31.2,0.0,1.4914
model_b,44,23.50928595408773,23.509387802821376,6.667006162445487,2,2,160.0,-30.508566233232614,-30.5086,-32.0,0.0,1.4914
model_b,45,23.509387802821376,23.707240054559705,7.326174172461091,2,2,164.0,-31.293551159027906,-31.2936,-32.8,0.0,1.5064
model_b,46,23.707240054559705,24.252636711136777,8.484655521923571,2,2,168.0,-32.05276791068227,-32.0528,-33.6,0.0,1.5472
model_b,47,24.252636711136777,24.787437805394823,8.449336980860156,2,2,172.0,-32.813742697408514,-32.8137,-34.4,0.0,1.5863
model_b,48,24.787437805394823,25.054100128678257,7.555541077611448,2,2,176.0,-33.594680335845815,-33.5947,-35.2,0.0,1.6053
model_b,49,25.054100128678257,25.43064654783966,7.921821397204679,2,2,180.0,-34.36825061854312,-34.3683,-36.0,0.0,1.6317
model_b,50,25.43064654783966,25.931269870620376,8.335411075935713,2,2,184.0,-35.134063416351516,-35.1341,-36.8,0.0,1.6659
model_b,51,25.931269870620376,26.549891195682275,8.72873775020633,2,2,188.0,-35.89345497725996,-35.8935,-37.6,0.0,1.7065
model_b,52,26.549891195682275,27.000443472942237,8.168507590866543,2,2,192.0,-36.665115699078335,-36.6651,-38.4,0.0,1.7349
model_b,53,27.000443472942237,27.723008005623054,9.075215108936053,2,2,196.0,-37.42203355617574,-37.422,-39.2,0.0,1.778
model_b,54,27.723008005623054,28.466667556920953,9.145531837659664,2,2,200.0,-38.1809891116396,-38.181,-40.0,0.0,1.819
model_b,55,28.466667556920953,29.378285017430688,9.705391535032453,2,2,204.0,-38.93564195505611,-38.9356,-40.8,0.0,1.8644
model_b,56,29.378285017430688,30.378285017430684,10.0,2,2,208.0,-39.69271653561848,-39.6927,-41.6,0.0,1.9073
model_b,57,30.378285017430684,31.378285017430684,10.0,2,2,212.0,-40.457455536226604,-40.4575,-42.4,0.0,1.9425
model_b,58,31.378285017430684,32.378285017430684,10.0,2,2,216.0,-41.23031627971391,-41.2303,-43.2,0.0,1.9697
model_b,59,32.378285017430684,33.378285017430684,10.0,2,2,220.0,-42.01165461878612,-42.0117,-44.0,0.0,1.9883
model_b,60,33.378285017430684,34.378285017430684,10.0,2,2,224.0,-42.801717171384176,-42.8017,-44.8,0.0,1.9983
model_b,61,34.378285017430684,35.307253601565385,9.763228613782335,2,2,228.0,-43.60041953277269,-43.6004,-45.6,0.0,1.9996
model_b,62,35.307253601565385,36.26309427472001,9.852802243848759,2,2,232.0,-44.407078143770576,-44.4071,-46.4,0.0,1.9929
model_b,63,36.26309427472001,37.26309427472001,10.0,2,2,236.0,-45.222633603037956,-45.2226,-47.2,0.0,1.9774
model_b,64,37.26309427472001,38.26309427472001,10.0,2,2,240.0,-46.0467679973638,-46.0468,-48.0,0.0,1.9532
model_b,65,38.26309427472001,39.26309427472001,10.0,2,2,244.0,-46.879163872440216,-46.8792,-48.8,0.0,1.9208
model_b,66,39.26309427472001,40.26309427472001,10.0,2,2,248.0,-47.719399263556866,-47.7194,-49.6,0.0,1.8806
model_b,67,40.26309427472001,43.14000820826557,9.589713111818536,0,0,248.0,-47.87383302664744,-47.8738,-49.6,0.0,1.7262
model_b,68,43.14000820826557,45.602545397190255,8.20845729641562,0,0,248.0,-48.04210062277495,-48.0421,-49.6,0.0,1.5579
model_b,69,45.602545397190255,46.13694414264689,8.447995818188772,2,2,252.0,-48.881805849291815,-48.8818,-50.4,0.0,1.5182
model_b,70,46.13694414264689,48.726479238789274,8.631783653807947,0,0,252.0,-49.08420053097587,-49.0842,-50.4,0.0,1.3158
model_b,71,48.726479238789274,51.17009189207706,8.145375510959296,0,0,252.0,-49.281376874765805,-49.2814,-50.4,0.0,1.1186
model_b,72,51.17009189207706,53.822765276815026,8.842244615793229,0,0,252.0,-49.489879580129504,-49.4899,-50.4,0.0,0.9101
model_b,73,53.822765276815026,56.621254832029294,9.328298517380885,0,0,252.0,-49.69227118423528,-49.6923,-50.4,0.0,0.7077
model_b,74,56.621254832029294,59.1809462060597,8.532304580101352,0,0,252.0,-49.854594926922054,-49.8546,-50.4,0.0,0.5454
model_b,75,59.1809462060597,61.8650100066552,8.946879335318314,0,0,252.0,-49.99775523771354,-49.9978,-50.4,0.0,0.4022
model_b,76,61.8650100066552,64.50200861711407,8.789995368196255,0,0,252.0,-50.11090648714515,-50.1109,-50.4,0.0,0.2891
model_b,77,64.50200861711407,66.7830811627232,7.60357515203043,0,0,252.0,-50.188104544394335,-50.1881,-50.4,0.0,0.2119
model_b,78,66.7830811627232,69.17286176426816,7.965935338483205,0,0,252.0,-50.25071968686345,-50.2507,-50.4,0.0,0.1493
model_b,79,69.17286176426816,71.55179085541008,7.9297636371396925,0,0,252.0,-50.297286935857926,-50.2973,-50.4,0.0,0.1027
model_b,80,71.55179085541008,73.75185205074642,7.3335373177877985,0,0,252.0,-50.32892199527414,-50.3289,-50.4,0.0,0.0711
model_b,81,73.75185205074642,76.07742018693799,7.751893787305197,0,0,252.0,-56.157120588484155,-56.1571,-50.4,-5.8042,0.0471
model_b,82,76.07742018693799,78.52013070845571,8.1423684050591,0,0,252.0,-112.32687539349863,-112.3269,-50.4,-61.9566,0.0297
model_b,83,78.52013070845571,80.82423230582681,7.680338657903662,0,0,252.0,-219.9895967952027,-219.9896,-50.4,-169.6084,0.0188
model_b,84,80.82423230582681,83.22441842892623,8.000620410331404,0,0,252.0,-388.5939004332351,-388.5939,-50.4,-338.2053,0.0114
model_b,85,83.22441842892623,85.86822013671184,8.81267235928536,0,0,252.0,-80.39363551084129,-80.3936,-50.4,-30.0,0.0064
model_b,86,85.86822013671184,88.34098185193288,8.242539050736799,0,0,252.0,-80.39641018132441,-80.3964,-50.4,-30.0,0.0036
model_b,87,88.34098185193288,90.0,8.547251072658073,0,0,252.0,-80.39759228001034,-80.3976,-50.4,-30.0,0.0024
model_b,88,90.0,90.0,8.549455673043118,0,0,252.0,-80.39759228001034,-80.3976,-50.4,-30.0,0.0024
model_b,89,90.0,90.0,10.0,0,0,252.0,-80.39759228001034,-80.3976,-50.4,-30.0,0.0024
model_b,90,90.0,90.0,8.51015762337745,0,0,252.0,-80.39759228001034,-80.3976,-50.4,-30.0,0.0024
model_b,91,90.0,90.0,9.06638476850262,0,0,252.0,-80.39759228001034,-80.3976,-50.4,-30.0,0.0024
model_b,92,90.0,90.0,8.821388752677649,0,0,252.0,-80.39759228001034,-80.3976,-50.4,-30.0,0.0024
model_b,93,90.0,90.0,8.741230713613783,0,0,252.0,-80.39759228001034,-80.3976,-50.4,-30.0,0.0024
model_b,94,90.0,90.0,10.0,0,0,252.0,-80.39759228001034,-80.3976,-50.4,-30.0,0.0024
model_b,95,90.0,90.0,9.993141478991365,0,0,252.0,-80.39759228001034,-80.3976,-50.4,-30.0,0.0024
model_b,96,90.0,90.0,10.0,0,0,252.0,-80.39759228001034,-80.3976,-50.4,-30.0,0.0024
model_b,97,90.0,90.0,9.646281627669163,0,0,252.0,-80.39759228001034,-80.3976,-50.4,-30.0,0.0024
model_b,98,90.0,90.0,9.926691260747651,0,0,252.0,-80.39759228001034,-80.3976,-50.4,-30.0,0.0024
model_b,99,90.0,90.0,9.534013259407738,0,0,252.0,-80.39759228001034,-80.3976,-50.4,-30.0,0.0024
